Name,Reference,Link,Description,Image,Price,Availability,category,seller,Type,color,Systéme d'exploitation,CPU Type,CPU,GPU Type,GPU,RAM,Storage,Taille écran,Ecran tactile,Resolution,Garantie,CPU Ref,_id,Poids,Points Forts,Connectique,Caméra,Batterie,Description clavier,Taux De Rafraîchissement,Type mémoire,WiFi,Bluetooth,*Connectique,* fréquence de rafraîchissement,*Poids,Dimensions,Connecteurs,*Systéme d'exploitation,Type Stockage,Type écran,Audio,Technical Specs,Seller,Operating System,GPU Ref,Display,Type Ecran,Ecran Tactile,Réseau,Color,Taux de Rafraîchissement,Gamer,Lecteurs/Graveurs,Son,Type de batterie,Connectivités,Ecran,Spécificités
"Pc Portable Lenovo Ideapad 1 15IGL7, intel celeron, 8G, 15.6"" HD -Bleu",Réf. 82V700EJFG,https://www.scoop.com.tn/16308-pc-portable-lenovo-ideapad-1-15igl7-intel-celeron-8g-156-hd-bleu.html,"Pc portable Lenovo IDEAPAD 1 15IGL7, Processeur: Intel Celeron Dual-Core (1.10 GHz Up to 2,80 GHz, 4Mo de mémoire cache), Mémoire Ram: 8",https://www.scoop.com.tn/46034-home_default/pc-portable-lenovo-ideapad-1-15igl7-intel-celeron-8g-156-hd-bleu.jpg,799,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Bleu,Windows 11 Home,INTEL,Intel Celeron,INTEL,Intel UHD,8.0,256 Go SSD,15.6 pouces,Non,1366x768 (HD),2 ans,,664d17f4d60664ebcc6d906b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc Portable Lenovo Ideapad 1 15IGL7, intel celeron, 8Go, 256Go ssd, 15.6"" HD",Réf. 82V700EFFG,https://www.scoop.com.tn/16307-pc-portable-lenovo-ideapad-1-15igl7-intel-celeron-8go-256go-ssd-156-hd.html,"Pc portable Lenovo IDEAPAD 1 15IGL7, Processeur: Intel Celeron Dual-Core (1.10 GHz Up to 2,80 GHz, 4Mo de mémoire cache), Mémoire Ram: 8",https://www.scoop.com.tn/46016-home_default/pc-portable-lenovo-ideapad-1-15igl7-intel-celeron-8go-256go-ssd-156-hd.jpg,799,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Gris,Windows 11 Home,INTEL,Intel Celeron,INTEL,Intel UHD,8.0,256 Go SSD,15.6 pouces,Non,1366x768 (HD),2 ans,,664d17f4d60664ebcc6d906c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc Portable Asus Chromebook CX1 (CX1400), Celeron N3350, 8Go, 14"" FHD",Réf. 90NX03K2-M01090,https://www.scoop.com.tn/15827-pc-portable-asus-chromebook-cx1-cx1400-celeron-n3350-8go-14-fhd.html,"PC Portable Asus Chromebook CX1400CNA-EK0101, CPU Intel Celeron N3350 Dual core (1.1GHz up to 2.4GHz 2Mo smart cache), Mémoire RAM 8Go LPDDR4, Stockage",https://www.scoop.com.tn/43355-home_default/pc-portable-asus-chromebook-cx1-cx1400-celeron-n3350-8go-14-fhd.jpg,939,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Silver,Chrome,INTEL,Intel Celeron,INTEL,Intel HD 500,8.0,32 Go eMMC,14 pouces,Non,1366x768 (HD),2 ans,,664d17f4d60664ebcc6d906d,1.47Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc Portable Lenovo Ideapad 1 15AMN7, Ryzen 3, 8Go, 256G ssd, 15.6"" HD",Réf. 82VG00MHFG,https://www.scoop.com.tn/16310-pc-portable-lenovo-ideapad-1-15amn7-ryzen-3-8go-256g-ssd-156-hd.html,"Pc portable Lenovo IDEAPAD 1 15AMN7, Processeur: AMD Ryzen™ 3 7320U Quad-Core (2.4 GHz Up to 4,1 GHz, 6Mo de mémoire cache), Mémoire Ram: 8",https://www.scoop.com.tn/46045-home_default/pc-portable-lenovo-ideapad-1-15amn7-ryzen-3-8go-256g-ssd-156-hd.jpg,1039,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Gris,Windows 11 Home,AMD,Amd Ryzen 3,AMD Radeon,AMD Radeon 610M,8.0,256 Go SSD,15.6 pouces,Non,1366x768 (HD),2 ans,AMD Ryzen™ 3 7320U Quad,664d17f4d60664ebcc6d906e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc Portable Lenovo Ideapad Slim 3 15AMN8, Ryzen 3, 8Go, 256G ssd, 15.6""",Réf. 82XQ00DMFG,https://www.scoop.com.tn/16100-pc-portable-lenovo-ideapad-slim-3-15amn8-ryzen-3-8go-256g-ssd-156.html,"Pc portable lenovo IdeaPad Silm 3 15AMN8, Processeur : AMD Ryzen™ 3 7320U Quad Core (2.4 GHz up to 4.1 GHz Turbo max, 6Mo de mémoire cache), Mémoire : 8Go...",https://www.scoop.com.tn/44006-home_default/pc-portable-lenovo-ideapad-slim-3-15amn8-ryzen-3-8go-256g-ssd-156.jpg,1049,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Gris,Windows 11 Home,AMD,Amd Ryzen 3,AMD Radeon,AMD Radeon 610M,8.0,256 Go SSD,15.6 pouces,Non,1920x1080 (FHD),2 ans,,664d17f4d60664ebcc6d906f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc Portable Lenovo Ideapad 1 15IAU7, i3-12ème, 8G, 256G ssd, 15.6"" FHD -Gris",Réf. 82QD00E7FG,https://www.scoop.com.tn/16312-pc-portable-lenovo-ideapad-1-15iau7-i3-12eme-8g-256g-ssd-156-fhd-gris.html,"Pc portable Lenovo IDEAPAD 1 15IAU7, Processeur: Intel i3-1215U Hexa-Core (Up to 4,40 GHz, 10Mo de mémoire cache), Mémoire: 8",https://www.scoop.com.tn/46066-home_default/pc-portable-lenovo-ideapad-1-15iau7-i3-12eme-8g-256g-ssd-156-fhd-gris.jpg,1069,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Gris,Windows 11 Home,INTEL,Intel Core i3,INTEL,Intel UHD,8.0,256 Go SSD,15.6 pouces,Non,1920x1080 (FHD),2 ans,Intel i3-1215U,664d17f4d60664ebcc6d9070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc Portable Lenovo Ideapad 1 15IAU7, i3-12ème, 8G, 256G ssd, 15.6"" FHD -Bleu",Réf. 82QD00E6FG,https://www.scoop.com.tn/16311-pc-portable-lenovo-ideapad-1-15iau7-i3-12eme-8g-256g-ssd-156-fhd-bleu.html,"Pc portable Lenovo IDEAPAD 1 15IAU7, Processeur: Intel i3-1215U Hexa-Core (Up to 4,40 GHz, 10Mo de mémoire cache), Mémoire Ram: 8",https://www.scoop.com.tn/46058-home_default/pc-portable-lenovo-ideapad-1-15iau7-i3-12eme-8g-256g-ssd-156-fhd-bleu.jpg,1069,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Bleu,Windows 11 Home,INTEL,Intel Core i3,INTEL,Intel UHD,8.0,256 Go SSD,15.6 pouces,Non,1920x1080 (FHD),2 ans,Intel i3-1215U,664d17f4d60664ebcc6d9071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc Portable Asus Vivobook 15 X1504VA, I3-13ème, 4 Go, 256 Go ssd, 15.6"" FHD -Bleu",Réf. X1504VA-NJ519W,https://www.scoop.com.tn/16408-293-pc-portable-asus-vivobook-15-x1504va-i3-13eme-4-go-256-go-ssd-156-fhd-bleu.html#/38-ram-4_go,"PC Portable Asus VIVOBOOK 15 X1504VA, Processeur intel i3-1315U Hexa Core (Up to 4.5GHz Turbo max, 10 Mo intel smart cache),",https://www.scoop.com.tn/46969-home_default/pc-portable-asus-vivobook-15-x1504va-i3-13eme-4-go-256-go-ssd-156-fhd-bleu.jpg,1095,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Bleu Espace,Windows 11 Home,INTEL,Intel Core i3,INTEL,Intel UHD,4.0,256 Go SSD,15.6 pouces,Non,1920x1080 (FHD),,intel i3-1315U,664d17f4d60664ebcc6d9072,1.70 Kg,✔ Clavier Asus ErgoSense | ✔ Charnière à 180° | ✔ Cache-cam physique  |  ✔ Asus AI Noise-Canceling | ✔ Asus Antimicrobial Guard Plus,"1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 3.2 Gen 1 Type-A, 1x HDMI 1.4, 1x 3.5mm Combo Audio Jack,1x DC-in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc Portable Asus Vivobook 15 X1504VA, I3-13ème, 4Go, 256Go ssd, 15.6"" FHD",Réf. X1504VA-NJ520W,https://www.scoop.com.tn/16140-290-pc-portable-asus-vivobook-15-x1504va-i3-13eme-4go-256go-ssd-156-fhd.html#/38-ram-4_go,"PC PORTABLE ASUS VIVOBOOK 15 X1504VA, Processeur: i3-1315U Hexa Core (Up to 4.5GHz Turbo max, 10Mo Mémoire cache),",https://www.scoop.com.tn/44326-home_default/pc-portable-asus-vivobook-15-x1504va-i3-13eme-4go-256go-ssd-156-fhd.jpg,1095,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Silver,Windows 11 Home,INTEL,Intel Core i3,INTEL,Intel UHD,4.0,256 Go SSD,15.6 pouces,Non,1920x1080 (FHD),,,664d17f4d60664ebcc6d9073,1.70Kg,✔ Clavier Asus ErgoSense | ✔ Charnière à 180° | ✔ Cache-cam physique  |  ✔ Asus AI Noise-Canceling | ✔ Asus Antimicrobial Guard Plus,"1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 3.2 Gen 1 Type-A, 1x HDMI 1.4, 1x 3.5mm Combo Audio Jack,1x DC-in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc Portable Asus Chromebook 15 (CX1500), Intel Pentium, 8Go, 15.6"" FHD",Réf. 90NX03Y2-M00240,https://www.scoop.com.tn/15828-pc-portable-asus-chromebook-15-cx1500-intel-pentium-8go-156-fhd.html,"PC Portable Asus Chromebook CX1500CKA-EJ0021, CPU Intel Pentium Silver N6000 Quad core (1.1GHz to 3.3GHz 4Mo smart cache), Mémoire RAM 8Go LPDDR4X",https://www.scoop.com.tn/43362-home_default/pc-portable-asus-chromebook-15-cx1500-intel-pentium-8go-156-fhd.jpg,1129,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Silver,,INTEL,Intel Pentium,INTEL,Intel UHD,8.0,32 Go eMMC,15.6 pouces,Non,1920x1080 (FHD),2 ans,,664d17f4d60664ebcc6d9074,1.80Kg,Charnière 180°,"2xUSB-A 3.2 Gen1, 2xUSB-C 3.2 Gen1, 1xaudio Jack, Lecteur De Carte MicroSD.",Caméra HD 720p,"38 W/h, 2S1P, 2 cellules Li-ion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc Portable Lenovo IdeaPad Slim 3 15IRU8, i3-13ème, 8Go, 15.6"" FHD -Gris",Réf. 82X7009RFG,https://www.scoop.com.tn/16321-pc-portable-lenovo-ideapad-slim-3-15iru8-i3-13eme-8go-156-fhd-gris.html,"Pc portable Lenovo IdeaPad Slim 3 15IRU8, Processeur: Intel® Core™ i3-1305U 5 Cores (Up to 4,50 GHz, 10Mo Intel Smart Cache), Mémoire Ram: 8",https://www.scoop.com.tn/46155-home_default/pc-portable-lenovo-ideapad-slim-3-15iru8-i3-13eme-8go-156-fhd-gris.jpg,1159,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Gris,FreeDos,INTEL,Intel Core i3,INTEL,Intel UHD,8.0,256 Go SSD,15.6 pouces,Non,1920x1080 (FHD),2 ans,Intel® Core™ i3-1305U,664d17f4d60664ebcc6d9075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc portable Dell Vostro 3525, Ryzen 5, 8Go, 512G ssd, 15.6""FHD",Réf. N1560PVNB3525EMEA01,https://www.scoop.com.tn/16257-pc-portable-dell-vostro-3525-ryzen-5-8go-512g-ssd-156fhd.html,"Pc portable Dell Vostro 3525, Processeur AMD Ryzen 5 5500U Hexa Core (2.1GHz jusqu'à 4.0GHz, 11Mo L2+L3 Cache), Mémoire RAM 8Go DDR4, Graphique: AMD Radeon™ Graphics, Disque dur 512Go SSD, 1x USB 2.0, 2x...",https://www.scoop.com.tn/45491-home_default/pc-portable-dell-vostro-3525-ryzen-5-8go-512g-ssd-156fhd.jpg,1239,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Black,Windows 11 Home,AMD,Amd Ryzen 5,AMD Radeon,AMD Radeon Graphics,8.0,512 Go SSD,15.6 pouces,Non,,1 an,AMD Ryzen 5 5500U,664d17f4d60664ebcc6d9076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc portable HP 15-fd0027nk, i3-N305, 8Go, 512Go SSD, 15.6"" FHD",Réf. 886L2EA,https://www.scoop.com.tn/16269-pc-portable-hp-15-fd0027nk-i3-n305-8go-512go-ssd-156-fhd.html,"PC Portable HP 15-fd0027nk, Processeur Intel Core i3-N305 Octa-Core (UP to 3,8GHz, 6 Mo Intel Smart Cache), RAM 8 Go DDR4 - 3200...",https://www.scoop.com.tn/45665-home_default/pc-portable-hp-15-fd0027nk-i3-n305-8go-512go-ssd-156-fhd.jpg,1299,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Gris,Windows 11 Home,INTEL,Intel Core i3,INTEL,Intel UHD,8.0,512 Go SSD,15.6 pouces,Non,1920x1080 (FHD),1 an,Intel Core i3-N305,664d17f4d60664ebcc6d9077,1.59Kg,✓ Panneau antireflets | ✓ Anti-scintillement | ✓   Doubles haut-parleurs avant | ✓ Chargeur rapide HP (de 0 à 50 % de charge en 45 min),,HD HP True Vision,Autonomie De La Batterie: Jusqu’à 6 Heures Et 45 Minutes,Rétroéclairé avec pavé numérique intégré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc portable Dell Vostro 3510, i3-11ème, 8Go, 256G ssd, 15.6""FHD",Réf. N1823VN3510EMEA01-8,https://www.scoop.com.tn/16180-pc-portable-dell-vostro-3510-i3-11eme-8go-256g-ssd-156fhd.html,"Pc portable Dell Vostro 3510, Processeur Intel Core i3-1115G4 Dual Core (3.0 up to 4.1GHz, 6Mo Intel® Smart Cache), Mémoire RAM 8Go DDR4, Carte graphique: Intel UHD Graphics, Disque dur 256Go SSD, 1x USB 3.2, 1x HDMI 1.4, 1x USB 2.0 Gen, 1x RJ-45 , Ecran",https://www.scoop.com.tn/44790-home_default/pc-portable-dell-vostro-3510-i3-11eme-8go-256g-ssd-156fhd.jpg,1309,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Black,FreeDos,INTEL,Intel Core i3,INTEL,,8.0,256 Go SSD,15.6 pouces,Non,,1 an,Intel Core i3-1115G4,664d17f4d60664ebcc6d9078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc portable Dell Vostro 3520, i5-12ème, 8Go, 512G ssd, 15.6""FHD",Réf. N1610PVNB3520,https://www.scoop.com.tn/16324-pc-portable-dell-vostro-3520-i5-12eme-8go-512g-ssd-156fhd.html,"Pc portable Dell Vostro 3520, Processeur Intel Core i5-1235U Deca Core (jusqu'à 4.4GHz, 12Mo Intel Smart Cache), Mémoire RAM 8Go DDR4, Carte graphique: Intel Iris® Xe Graphics, Disque dur 512Go SSD,...",https://www.scoop.com.tn/46180-home_default/pc-portable-dell-vostro-3520-i5-12eme-8go-512g-ssd-156fhd.jpg,1359,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Black,FreeDos,INTEL,Intel Core i5,INTEL,Intel Iris Xe,8.0,512 Go SSD,15.6 pouces,Non,,1 an,Intel Core i5-1235U,664d17f4d60664ebcc6d9079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc Portable Lenovo Ideapad 1 15IAU7, i5-12ème, 8G, 512G ssd, 15.6"" FHD -Gris",Réf. 82QD00E4FG,https://www.scoop.com.tn/16325-pc-portable-lenovo-ideapad-1-15iau7-i5-12eme-8g-512g-ssd-156-fhd-gris.html,"Pc portable Lenovo IDEAPAD 1 15IAU7, Processeur: Intel i5-1235U Deca-Core (Up to 4,40 GHz, 12Mo intel Smart Cache), Mémoire: 8",https://www.scoop.com.tn/46186-home_default/pc-portable-lenovo-ideapad-1-15iau7-i5-12eme-8g-512g-ssd-156-fhd-gris.jpg,1419,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Gris,FreeDos,INTEL,Intel Core i5,INTEL,Intel UHD,8.0,512 Go SSD,15.6 pouces,Non,1920x1080 (FHD),2 ans,Intel i5-1235U,664d17f4d60664ebcc6d907a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc Portable Lenovo Ideapad Slim 3 15AMN8, Ryzen 5, 8Go, 512G ssd, 15.6""FHD",Réf. 82XQ00DLFG,https://www.scoop.com.tn/16403-pc-portable-lenovo-ideapad-slim-3-15amn8-ryzen-5-8go-512g-ssd-156fhd.html,"Pc portable lenovo IdeaPad Silm 3 15AMN8, Processeur: AMD Ryzen™ 5 7520U Quad Core (2.8 GHz up to 4.3 GHz Turbo max, 6Mo de mémoire cache), Mémoire: 8Go...",https://www.scoop.com.tn/46912-home_default/pc-portable-lenovo-ideapad-slim-3-15amn8-ryzen-5-8go-512g-ssd-156fhd.jpg,1439,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Gris,Windows 11 Home,AMD,Amd Ryzen 5,AMD Radeon,AMD Radeon 610M,8.0,512 Go SSD,15.6 pouces,Non,1920x1080 (FHD),2 ans,AMD Ryzen™ 5 7520U Quad,664d17f4d60664ebcc6d907b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc portable Dell Vostro 3400, i5-11ème, 8Go, 1To, 14"" HD",Réf. N4004VN3400EMEA01-8,https://www.scoop.com.tn/16181-pc-portable-dell-vostro-3400-i5-11eme-8go-1to-14-hd.html,"Laptop Dell Vostro 3400 : Processeur Intel Core™ i5-1135G7 Quad-core (900MHz up to 4.20GHz, 8Mo Intel Smart Cache), Mémoire RAM 8Go DDR4, Carte Graphiques Intel Iris® Xe, Disque dur 1To HDD, WiFi, Bluetooth, 1x USB 3.2 Gen 1 Type-C™, 1xUSB 2.0, 2xUSB 3.2 Gen 1, Type-A, 1xHDMI 1.4, 1xRJ-45, 1 prise jack pour casque 3.5mm, Ecran",https://www.scoop.com.tn/44798-home_default/pc-portable-dell-vostro-3400-i5-11eme-8go-1to-14-hd.jpg,1479,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Black,FreeDos,INTEL,Intel Core i5,INTEL,Intel Iris Xe,8.0,1 To HDD,14 pouces,Non,,1 an,Intel Core™ i5-1135G7,664d17f4d60664ebcc6d907c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc Portable Lenovo Ideapad Slim 3 15IAH8, I5-12ème, 8Go, 512G ssd, 15.6"" FHD",Réf. 83ER008RFG,https://www.scoop.com.tn/16102-pc-portable-lenovo-ideapad-slim-3-15iah8-i5-12eme-8go-512g-ssd-156-fhd.html,"Pc portable Lenovo IDEAPAD SLIM 3 15IAH8, Ecran 15.6 FHD IPS, Processeur : Intel Core i5-12450H Octa Core (Up to 4,40 GHz Turbo max, 12 Mo de mémoire cache), Mémoire :",https://www.scoop.com.tn/44023-home_default/pc-portable-lenovo-ideapad-slim-3-15iah8-i5-12eme-8go-512g-ssd-156-fhd.jpg,1499,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Gris,Windows 11 Home,INTEL,Intel Core i5,INTEL,Intel UHD,8.0,512 Go SSD,15.6 pouces,Non,1920x1080 (FHD),2 ans,,664d17f4d60664ebcc6d907d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc Portable Lenovo IdeaPad Slim 3 15IRH8, i5-13ème, 8G, 512G ssd, 15.6"" -Gris",Réf. 83EM0061FG,https://www.scoop.com.tn/16331-pc-portable-lenovo-ideapad-slim-3-15irh8-i5-13eme-8g-512g-ssd-156-gris.html,"Pc portable Lenovo IdeaPad Slim 3 15IRH8, Processeur: Intel® Core™ i5-13420H Octa Core (Up to 4,60 GHz, 12Mo Intel Smart Cache), Mémoire Ram: 8",https://www.scoop.com.tn/46250-home_default/pc-portable-lenovo-ideapad-slim-3-15irh8-i5-13eme-8g-512g-ssd-156-gris.jpg,1599,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Gris,Windows 11 Home,INTEL,Intel Core i5,INTEL,Intel UHD,8.0,512 Go SSD,15.6 pouces,Non,1920x1080 (FHD),2 ans,,664d17f4d60664ebcc6d907e,1.62 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc Portable Asus Vivobook 15 X1502VA, I5-13ème, 8 Go, 512G ssd -15.6"" FHD",Réf. X1502VA-NJ147W,https://www.scoop.com.tn/16128-pc-portable-asus-vivobook-15-x1502va-i5-13eme-8-go-512g-ssd-156-fhd.html,"Pc Portable Asus Vivobook 15 X1502VA, Processeur : i5-13500H 12 Core (Up to 4.70 GHz Turbo max, 18Mo Mémoire cache, 12-Cores), Mémoire : RAM 8Go DDR4, Stockage : 512 Go...",https://www.scoop.com.tn/44183-home_default/pc-portable-asus-vivobook-15-x1502va-i5-13eme-8-go-512g-ssd-156-fhd.jpg,1629,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Bleu Espace,Windows 11 Home,INTEL,Intel Core i5,INTEL,Intel Iris Xe,8.0,512 Go SSD,15.6 pouces,Non,1920x1080 (FHD),1 an,,664d17f4d60664ebcc6d907f,,✔ Clavier Asus ErgoSense | ✔ Charnière À 180° | ✔ Cache-Cam Physique | ✔ Asus AI Noise-Canceling | ✔ Asus Antimicrobial Guard Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc portable HP 15-fd0024nk, i5-13ème, 8Go, 512Go, 15.6"" FHD",Réf. 886K9EA,https://www.scoop.com.tn/16271-pc-portable-hp-15-fd0024nk-i5-13eme-8go-512go-156-fhd.html,"PC Portable HP 15-fd0024nk, Processeur Intel Core i5-1335U Deca-Core (4,60GHz, 12Mo Intel Smart Cache), RAM 8Go DDR4 3200...",https://www.scoop.com.tn/45685-home_default/pc-portable-hp-15-fd0024nk-i5-13eme-8go-512go-156-fhd.jpg,1799,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Silver & Blue,Windows 11 Home,INTEL,Intel Core i5,INTEL,Intel Iris Xe,8.0,512 Go SSD,15.6 pouces,Non,1920x1080 (FHD),1 an,Intel Core i5-1335U,664d17f4d60664ebcc6d9080,1.59Kg,✓ Panneau antireflets | ✓ Anti-scintillement | ✓   Doubles haut-parleurs avant | ✓ Chargeur rapide HP (de 0 à 50 % de charge en 45 min),,HD HP True Vision,Autonomie De La Batterie: Jusqu’à 6 Heures Et 45 Minutes,Rétroéclairé avec pavé numérique intégré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc portable HP 14-ep0002nk, i5-13ème, 8Go, 512Go, 14"" FHD",Réf. 845A4EA,https://www.scoop.com.tn/16278-pc-portable-hp-14-ep0002nk-i5-13eme-8go-512go-14-fhd.html,"PC Portable HP 14-ep0002nk, Processeur Intel Core i5-1355U Deca-Core (4,60GHz, 12Mo Intel Smart Cache), RAM 8Go DDR4 3200...",https://www.scoop.com.tn/45750-home_default/pc-portable-hp-14-ep0002nk-i5-13eme-8go-512go-14-fhd.jpg,1849,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Silver,Windows 11 Home,INTEL,Intel Core i5,INTEL,Intel Iris Xe,8.0,512 Go SSD,14 pouces,Non,1920x1080 (FHD),1 an,Intel Core i5-1355U,664d17f4d60664ebcc6d9081,1.4Kg,✓ Panneau antireflets | ✓ Anti-scintillement | ✓   Doubles haut-parleurs avant | ✓ Chargeur rapide HP (de 0 à 50 % de charge en 45 min),,HD HP True Vision,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc portable Dell Vostro 3520, i7-12ème, 8Go, 512G ssd, 15.6""FHD",Réf. N1608PVNB3520EMEA01,https://www.scoop.com.tn/16233-pc-portable-dell-vostro-3520-i7-12eme-8go-512g-ssd-156fhd.html,"Pc portable Dell Vostro 3520, Processeur Intel Core i7-1255u Deca Core (jusqu'à 4.7GHz, 12Mo Intel® Smart Cache), Mémoire RAM 8Go DDR4, Carte graphique: Intel Iris Xe Graphics, Disque dur 512Go SSD, 1x USB 2.0, 2x USB 3.2 Gen 1 (3.1 Gen 1) Type-A, 1x HDMI 1.4, 1x...",https://www.scoop.com.tn/45165-home_default/pc-portable-dell-vostro-3520-i7-12eme-8go-512g-ssd-156fhd.jpg,1869,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Black,Windows 11 Home,INTEL,Intel Core i7,INTEL,Intel Iris Xe,8.0,512 Go SSD,15.6 pouces,Non,,1 an,Intel Core i7-1255u,664d17f4d60664ebcc6d9082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc Portable Lenovo IDEAPAD 3 15ABR8, Ryzen 7, 8Go, 512GO SSD, Gris",Réf. 82XM006NFG,https://www.scoop.com.tn/16104-pc-portable-lenovo-ideapad-3-15abr8-ryzen-7-8go-512go-ssd-gris.html,"Pc portable Lenovo IDEAPAD 3 15ABR8, Ecran 15.6 FHD IPS, Processeur: AMD Ryzen™ 7 7730U Octa Core (2.0GHz up to 4.5GHz Turbo max, 20Mo de mémoire cache), Mémoire Ram",https://www.scoop.com.tn/44051-home_default/pc-portable-lenovo-ideapad-3-15abr8-ryzen-7-8go-512go-ssd-gris.jpg,1869,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Gris,Windows 11 Home,AMD,Amd Ryzen 7,AMD Radeon,AMD Radeon Graphics,8.0,512 Go SSD,15.6 pouces,Non,1920x1080 (FHD),1 an,AMD Ryzen™ 7 7730U Octa,664d17f4d60664ebcc6d9083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pc potable Dynabook Satellite Pro L50-J-10S, I3-11ème, 8Go, Ecran 15.6"" FHD (Win 10 Pro)",Réf. A1PBS42E113Y,https://www.scoop.com.tn/13956-pc-potable-dynabook-satellite-pro-l50-j-10s-i3-11eme-8go-ecran-156-fhd-win-10-pro.html,"Pc portable Dynabook Satellite Pro L50-J-10S, Processeur Intel i3-1115G4 Quad-Core (1.70 GHz, Up To 4.10 GHz, 6Mo Intel® Smart Cache), Mémoire RAM 8Go DDR4, Disque dur 256Go SSD, Carte graphique Intel UHD...",https://www.scoop.com.tn/33959-home_default/pc-potable-dynabook-satellite-pro-l50-j-10s-i3-11eme-8go-ecran-156-fhd-win-10-pro.jpg,1259,Disponible Livraison Gratuite,Laptops,Scoop Informatique,Ordinateur Portable,Black,Windows 10 pro,INTEL,Intel Core i3,INTEL,Intel UHD,8.0,256 Go SSD,15.6 pouces,Non,1920x1080 (FHD),1 an,Intel i3-1115G4,664d17f4d60664ebcc6d9084,,,"1xRJ-45 ,Lecteur Carte SD, 1x USB 3.0 Type-C , 3x USB 3.1,1x HDMI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
