Name,Reference,Link,Description,Image,Price,Availability,category,seller,Type,color,Systéme d'exploitation,CPU Type,CPU,GPU Type,GPU,RAM,Storage,Taille écran,Ecran tactile,Resolution,Garantie,CPU Ref,_id,Poids,Points Forts,Connectique,Caméra,Batterie,Description clavier,Taux De Rafraîchissement,Type mémoire,WiFi,Bluetooth,*Connectique,* fréquence de rafraîchissement,*Poids,Dimensions,Connecteurs,*Systéme d'exploitation,Type Stockage,Type écran,Audio,Technical Specs,Seller,Operating System,GPU Ref,Display,Type Ecran,Ecran Tactile,Réseau,Color,Taux de Rafraîchissement,Gamer,Lecteurs/Graveurs,Son,Type de batterie,Connectivités,Ecran,Spécificités
PC PORTABLE ASUS TUF 507RF / Ryzen 7 6800H / RTX 2050 4G / 32 Go / Windows 11 / Noir,[TUF507RF-HN030W32],https://www.tunisianet.com.tn/pc-portable-gamer/73425-pc-portable-asus-tuf-507rf-ryzen-7-6800h-rtx-2050-4g-32-go-windows-11-noir.html,"PC PORTABLE ASUS TUF 507RF / Ryzen 7 6800H / RTX 2050 4G / 32 Go / Windows 11 / Noir[TUF507RF-HN030W32]Ecran 15.6 Full HD 144Hz  - Processeur AMD Ryzen 7 6800H, up to 4.7 Ghz, 20 Mo de mémoire cache - Mémoire 32 Go - Disque 512 Go SSD - Carte graphique Nvidia GeForce RTX 2050, 4 Go de mémoire Dédiée - Wifi 6 - Bluetooth 5.2 - USB Type C - USB 3.0 - HDMI - 2 haut-parleurs avec technologie Dolby Atmos - Webcam HD 720p - Clavier Chiclet Rétroéclairé - Windows 11 - Garantie 1 anEn stock2 559,000 DTPrixAjouter au panier FavorisComparer",https://www.tunisianet.com.tn/358921-home/pc-portable-asus-tuf-507rf-ryzen-7-6800h-rtx-2050-4g-32-go-windows-11-noir.jpg,2559,En stock,Gaming,,,,,,AMD Ryzen 7,,Nvidia GeForce,32.0,512 Go SSD,,,,1 an,AMD Ryzen 7-6800H,664d1e5ad60664ebcc6d9728,,,,,,,,,,,,,,,,,,,,"Fiche technique  Système d'exploitation Windows 11 Processeur AMD Ryzen 7 Réf processeur AMD Ryzen 7-6800H, Up To 4.7 Ghz, 20 Mo Total Cache Mémoire 32 Go Disque Dur 512 Go SSD Carte Graphique Nvidia GeForce Réf Carte graphique Nvidia GeForce RTX 2050, 4 Go de mémoire GDDR6 dédiée Taille Ecran 15.6"" Type Ecran Full HD Ecran Tactile Non Garantie  1 an Taux de Rafraîchissement 144 Hz",tunisianet,Windows 11,Nvidia GeForce RTX 2050,"15.6""",Full HD,Non,,,144 Hz,,,,,,,
PC Portable MSI Thin GF63 12UCX / i7-12650H / RTX 2050 4G / 32 Go + Sac à Dos MSI G34 Offert,"-230,000 DT",https://www.tunisianet.com.tn/pc-portable-tunisie/68233-pc-portable-msi-thin-gf63-12ucx-i7-12650h-rtx-2050-4g-32-go-sac-a-dos-msi-g34-offert.html,"PC Portable MSI Thin GF63 12UCX / i7-12650H / RTX 2050 4G / 32 Go + Sac à Dos MSI G34 Offert[GF63-12U-681XFR-32]            Écran 15.6 FHD (1920x1080), 144Hz, IPS - Processeur Intel Core i7-12650H 12éme génération, up to 4.7 Ghz, 24 Mo de mémoire cache - Mémoire 32 Go DDR4-3200 MHz - Disque 512 Go SSD M.2 NVMe PCIe - Carte Graphique NVIDIA GeForce RTX 2050, 4 Go de mémoire GDDR6 - Webcam HD (30 ips à 720p) - Clavier rétroéclairé unique (rouge) - Wi-Fi 6 - Bluetooth 5.2 - 2x haut-parleur 2W - 1x entrée micro, 1x sortie casque - 1x USB-C 3.2 - 3x USB 3.2 - 1x HDMI - 1x RJ45 - FreeDos - Couleur Noir - Garantie 1 an + Sac à Dos MSI G34 OffertEn stock2 569,000 DTPrix de base2 799,000 DTPrixAjouter au panier FavorisComparer",https://www.tunisianet.com.tn/324691-home/pc-portable-msi-thin-gf63-12ucx-i7-12650h-rtx-2050-4g-32-go-sac-a-dos-msi-g34-offert.jpg,2569,En stock,Gaming,,,Noir,,,Intel Core i7,,Nvidia GeForce,32.0,512 Go SSD,,,,1 an,Intel Core i7-12650H,664d1e5ad60664ebcc6d9729,,,,Webcam avec micro,,,,,,,,,,,,,,,,"Fiche technique  Système d'exploitation FreeDos Processeur Intel Core i7 Réf processeur Intel Core i7-12650H, up to 4.7 Ghz, 24 Mo de mémoire cache Mémoire 32 Go Disque Dur 512 Go SSD Carte Graphique Nvidia GeForce Réf Carte graphique Nvidia GeForce RTX 2050, 4 Go de mémoire GDDR6 dédiée Taille Ecran 15.6"" Type Ecran Full HD Ecran Tactile Non Réseau WiFi, Ethernet, Bluetooth Caméra Webcam avec micro Garantie  1 an Taux de Rafraîchissement 144 Hz Couleur Noir",tunisianet,FreeDos,Nvidia GeForce RTX 2050,"15.6""",Full HD,Non,"WiFi, Ethernet, Bluetooth",,144 Hz,,,,,,,
Pc Portable Gamer HP Victus Gaming 15-fb0026nk / Ryzen 7 5800H / RTX 3050 4G / 8 Go /  512 Go SSD / Windows 11,[9U186EA],https://www.tunisianet.com.tn/pc-portable-tunisie/74209-pc-portable-gamer-hp-victus-gaming-15-fb0026nk-ryzen-7-5800h-rtx-3050-4g-8-go-512-go-ssd-windows-11.html,"Pc Portable Gamer HP Victus Gaming 15-fb0026nk / Ryzen 7 5800H / RTX 3050 4G / 8 Go /  512 Go SSD / Windows 11[9U186EA] Écran Full HD 15.6 (1920 x 1080), antireflet - Taux de rafraîchissement 60 Hz - Processeur AMD Ryzen 7 5800H, (jusqu’à 4.4 GHz, 16 Mo de mémoire cache) - Mémoire 8 Go DDR4  - Disque SSD NVMe M.2 512 Go - Carte graphique NVIDIA GeForce RTX 3050, 4 Go de mémoire GDDR6 dédiée - Wi-Fi 6 - Bluetooth 5.3 - Caméra HP Wide Vision HD 720p avec réduction temporelle du bruit - Clavier argent mica, rétroéclairé -Système audio par B&O, Doubles haut-parleurs - 1x lecteur de cartes multimédias SD multiformat - 1x USB-C - 2x USB-A - 1x HDMI 2.1 - 1x prise combinée casque/microphone - 1x port RJ-45 - - Windows 11  - Couleur Bleu - Garantie 1 anEn stock2 569,000 DTPrixAjouter au panier FavorisComparer",https://www.tunisianet.com.tn/362962-home/pc-portable-gamer-hp-victus-gaming-15-fb0026nk-ryzen-7-5800h-rtx-3050-4g-8-go-512-go-ssd-windows-11.jpg,2569,En stock,Gaming,,,Bleu,,,AMD Ryzen 7,,Nvidia GeForce,8.0,512 Go SSD,,,,1 an,AMD Ryzen 7-5800H,664d1e5ad60664ebcc6d972a,,,,Webcam avec micro,,,,,,,,,,,,,,,,"Fiche technique  Système d'exploitation Windows 11 Processeur AMD Ryzen 7 Réf processeur AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache Mémoire 8 Go Disque Dur 512 Go SSD Carte Graphique Nvidia GeForce Réf Carte graphique Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée Taille Ecran 15.6"" Type Ecran Full HD Ecran Tactile Non Réseau WiFi, Ethernet, Bluetooth Caméra Webcam avec micro Garantie  1 an Couleur Bleu",tunisianet,Windows 11,Nvidia GeForce RTX 3050,"15.6""",Full HD,Non,"WiFi, Ethernet, Bluetooth",,,,,,,,,
Pc Portable Gamer HP Victus Gaming 15-fb0027nk / Ryzen 7 5800H / RTX 3050 4G / 8 Go /  512 Go SSD / Windows 11,[9U187EA],https://www.tunisianet.com.tn/pc-portable-tunisie/74210-pc-portable-gamer-hp-victus-gaming-15-fb0027nk-ryzen-7-5800h-rtx-3050-4g-8-go-512-go-ssd-windows-11.html,"Pc Portable Gamer HP Victus Gaming 15-fb0027nk / Ryzen 7 5800H / RTX 3050 4G / 8 Go /  512 Go SSD / Windows 11[9U187EA] Écran Full HD 15.6 (1920 x 1080), antireflet - Taux de rafraîchissement 60 Hz - Processeur AMD Ryzen 7 5800H, (jusqu’à 4.4 GHz, 16 Mo de mémoire cache) - Mémoire 8 Go DDR4  - Disque SSD NVMe M.2 512 Go - Carte graphique NVIDIA GeForce RTX 3050, 4 Go de mémoire GDDR6 dédiée - Wi-Fi 6 - Bluetooth 5.3 - Caméra HP Wide Vision HD 720p avec réduction temporelle du bruit - Clavier argent mica, rétroéclairé -Système audio par B&O, Doubles haut-parleurs - 1x lecteur de cartes multimédias SD multiformat - 1x USB-C - 2x USB-A - 1x HDMI 2.1 - 1x prise combinée casque/microphone - 1x port RJ-45 - - Windows 11  - Couleur Argent mica - Garantie 1 anEn stock2 569,000 DTPrixAjouter au panier FavorisComparer",https://www.tunisianet.com.tn/362967-home/pc-portable-gamer-hp-victus-gaming-15-fb0027nk-ryzen-7-5800h-rtx-3050-4g-8-go-512-go-ssd-windows-11.jpg,2569,En stock,Gaming,,,Noir,,,AMD Ryzen 7,,Nvidia GeForce,8.0,512 Go SSD,,,,1 an,AMD Ryzen 7-5800H,664d1e5ad60664ebcc6d972b,,,,Webcam avec micro,,,,,,,,,,,,,,,,"Fiche technique  Système d'exploitation Windows 11 Processeur AMD Ryzen 7 Réf processeur AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache Mémoire 8 Go Disque Dur 512 Go SSD Carte Graphique Nvidia GeForce Réf Carte graphique Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée Taille Ecran 15.6"" Type Ecran Full HD Ecran Tactile Non Réseau WiFi, Ethernet, Bluetooth Caméra Webcam avec micro Garantie  1 an Couleur Noir",tunisianet,Windows 11,Nvidia GeForce RTX 3050,"15.6""",Full HD,Non,"WiFi, Ethernet, Bluetooth",,,,,,,,,
Pc Portable Gamer HP Victus Gaming 15-fb0028nk / Ryzen 7 5800H / RTX 3050 4G / 8 Go /  512 Go SSD / Windows 11,[9U188EA],https://www.tunisianet.com.tn/pc-portable-tunisie/74211-pc-portable-gamer-hp-victus-gaming-15-fb0028nk-ryzen-7-5800h-rtx-3050-4g-8-go-512-go-ssd-windows-11.html,"Pc Portable Gamer HP Victus Gaming 15-fb0028nk / Ryzen 7 5800H / RTX 3050 4G / 8 Go /  512 Go SSD / Windows 11[9U188EA] Écran Full HD 15.6 (1920 x 1080), antireflet - Taux de rafraîchissement 60 Hz - Processeur AMD Ryzen 7 5800H, (jusqu’à 4.4 GHz, 16 Mo de mémoire cache) - Mémoire 8 Go DDR4  - Disque SSD NVMe M.2 512 Go - Carte graphique NVIDIA GeForce RTX 3050, 4 Go de mémoire GDDR6 dédiée - Wi-Fi 6 - Bluetooth 5.3 - Caméra HP Wide Vision HD 720p avec réduction temporelle du bruit - Clavier argent mica, rétroéclairé -Système audio par B&O, Doubles haut-parleurs - 1x lecteur de cartes multimédias SD multiformat - 1x USB-C - 2x USB-A - 1x HDMI 2.1 - 1x prise combinée casque/microphone - 1x port RJ-45 - - Windows 11  - Couleur Blanc - Garantie 1 anEn stock2 569,000 DTPrixAjouter au panier FavorisComparer",https://www.tunisianet.com.tn/362972-home/pc-portable-gamer-hp-victus-gaming-15-fb0028nk-ryzen-7-5800h-rtx-3050-4g-8-go-512-go-ssd-windows-11.jpg,2569,En stock,Gaming,,,Blanc,,,AMD Ryzen 7,,Nvidia GeForce,8.0,512 Go SSD,,,,1 an,AMD Ryzen 7-5800H,664d1e5ad60664ebcc6d972c,,,,Webcam avec micro,,,,,,,,,,,,,,,,"Fiche technique  Système d'exploitation Windows 11 Processeur AMD Ryzen 7 Réf processeur AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache Mémoire 8 Go Disque Dur 512 Go SSD Carte Graphique Nvidia GeForce Réf Carte graphique Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée Taille Ecran 15.6"" Type Ecran Full HD Ecran Tactile Non Réseau WiFi, Ethernet, Bluetooth Caméra Webcam avec micro Garantie  1 an Couleur Blanc",tunisianet,Windows 11,Nvidia GeForce RTX 3050,"15.6""",Full HD,Non,"WiFi, Ethernet, Bluetooth",,,,,,,,,
PC PORTABLE ASUS TUF 507RF / RYZEN 7 6800H / 32 GO / RTX 2050,[TUF507RF-HN030W-32],https://www.tunisianet.com.tn/pc-portable-gamer/70772-pc-portable-asus-tuf-507rf-ryzen-7-6800h-32-go-rtx-2050.html,"PC PORTABLE ASUS TUF 507RF / RYZEN 7 6800H / 32 GO / RTX 2050[TUF507RF-HN030W-32]            Ecran 15.6 Full HD 144Hz  - Processeur AMD Ryzen 7 6800H, up to 4.7 Ghz, 20 Mo de mémoire cache - Mémoire 32 Go - Disque 512 Go SSD - Carte graphique Nvidia GeForce RTX 2050, 4 Go de mémoire Dédiée - Wifi 6 - Bluetooth 5.2 - USB Type C - USB 3.0 - HDMI - 2 haut-parleurs avec technologie Dolby Atmos - Webcam HD 720p - Clavier Chiclet Rétroéclairé - Windows 11 - Garantie 1 anEn stock2 579,000 DTPrixAjouter au panier FavorisComparer",https://www.tunisianet.com.tn/341899-home/pc-portable-asus-tuf-507rf-ryzen-7-6800h-32-go-rtx-2050.jpg,2579,En stock,Gaming,,,,,,AMD Ryzen 7,,Nvidia GeForce,32.0,512 Go SSD,,,,1 an,AMD Ryzen 7-6800H,664d1e5ad60664ebcc6d972d,,,,,,,,,,,,,,,,,,,,"Fiche technique  Ecran 15.6"" Full HD Système d'exploitation Windows 11 Processeur AMD Ryzen 7 Réf processeur AMD Ryzen 7-6800H, Up To 4.7 Ghz, 20 Mo Total Cache Mémoire 32 Go Disque Dur 512 Go SSD Carte Graphique Nvidia GeForce Réf Carte graphique Nvidia GeForce RTX 2050, 4 Go de mémoire GDDR6 dédiée Ecran Tactile Non Garantie  1 an",tunisianet,Windows 11,Nvidia GeForce RTX 2050,,,Non,,,,,,,,,"15.6"" Full HD",
Pc Portable Gamer HP Victus Gaming 15-fb0027nk / Ryzen 7 5800H / RTX 3050 4G / 12 Go /  512 Go SSD / Windows 11,[9U187EA-12],https://www.tunisianet.com.tn/pc-portable-tunisie/74420-pc-portable-gamer-hp-victus-gaming-15-fb0027nk-ryzen-7-5800h-rtx-3050-4g-12-go-512-go-ssd-windows-11.html,"Pc Portable Gamer HP Victus Gaming 15-fb0027nk / Ryzen 7 5800H / RTX 3050 4G / 12 Go /  512 Go SSD / Windows 11[9U187EA-12] Écran Full HD 15.6 (1920 x 1080), antireflet - Taux de rafraîchissement 60 Hz - Processeur AMD Ryzen 7 5800H, (jusqu’à 4.4 GHz, 16 Mo de mémoire cache) - Mémoire 12 Go DDR4  - Disque SSD NVMe M.2 512 Go - Carte graphique NVIDIA GeForce RTX 3050, 4 Go de mémoire GDDR6 dédiée - Wi-Fi 6 - Bluetooth 5.3 - Caméra HP Wide Vision HD 720p avec réduction temporelle du bruit - Clavier argent mica, rétroéclairé -Système audio par B&O, Doubles haut-parleurs - 1x lecteur de cartes multimédias SD multiformat - 1x USB-C - 2x USB-A - 1x HDMI 2.1 - 1x prise combinée casque/microphone - 1x port RJ-45 - - Windows 11  - Couleur Argent mica - Garantie 1 anEn stock2 589,000 DTPrixAjouter au panier FavorisComparer",https://www.tunisianet.com.tn/364183-home/pc-portable-gamer-hp-victus-gaming-15-fb0027nk-ryzen-7-5800h-rtx-3050-4g-12-go-512-go-ssd-windows-11.jpg,2589,En stock,Gaming,,,Noir,,,AMD Ryzen 7,,Nvidia GeForce,12.0,512 Go SSD,,,,1 an,AMD Ryzen 7-5800H,664d1e5ad60664ebcc6d972e,,,,Webcam avec micro,,,,,,,,,,,,,,,,"Fiche technique  Système d'exploitation Windows 11 Processeur AMD Ryzen 7 Réf processeur AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache Mémoire 12 Go Disque Dur 512 Go SSD Carte Graphique Nvidia GeForce Réf Carte graphique Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée Taille Ecran 15.6"" Type Ecran Full HD Ecran Tactile Non Réseau WiFi, Ethernet, Bluetooth Caméra Webcam avec micro Garantie  1 an Couleur Noir",tunisianet,Windows 11,Nvidia GeForce RTX 3050,"15.6""",Full HD,Non,"WiFi, Ethernet, Bluetooth",,,,,,,,,
Pc Portable Gamer HP Victus Gaming 15-fb0026nk / Ryzen 7 5800H / RTX 3050 4G / 12 Go /  512 Go SSD / Windows 11,[9U186EA-12],https://www.tunisianet.com.tn/pc-portable-tunisie/74408-pc-portable-gamer-hp-victus-gaming-15-fb0026nk-ryzen-7-5800h-rtx-3050-4g-12-go-512-go-ssd-windows-11.html,"Pc Portable Gamer HP Victus Gaming 15-fb0026nk / Ryzen 7 5800H / RTX 3050 4G / 12 Go /  512 Go SSD / Windows 11[9U186EA-12] Écran Full HD 15.6 (1920 x 1080), antireflet - Taux de rafraîchissement 60 Hz - Processeur AMD Ryzen 7 5800H, (jusqu’à 4.4 GHz, 16 Mo de mémoire cache) - Mémoire 12 Go DDR4  - Disque SSD NVMe M.2 512 Go - Carte graphique NVIDIA GeForce RTX 3050, 4 Go de mémoire GDDR6 dédiée - Wi-Fi 6 - Bluetooth 5.3 - Caméra HP Wide Vision HD 720p avec réduction temporelle du bruit - Clavier argent mica, rétroéclairé -Système audio par B&O, Doubles haut-parleurs - 1x lecteur de cartes multimédias SD multiformat - 1x USB-C - 2x USB-A - 1x HDMI 2.1 - 1x prise combinée casque/microphone - 1x port RJ-45 - - Windows 11  - Couleur Bleu - Garantie 1 anEn stock2 589,000 DTPrixAjouter au panier FavorisComparer",https://www.tunisianet.com.tn/364127-home/pc-portable-gamer-hp-victus-gaming-15-fb0026nk-ryzen-7-5800h-rtx-3050-4g-12-go-512-go-ssd-windows-11.jpg,2589,En stock,Gaming,,,Bleu,,,AMD Ryzen 7,,Nvidia GeForce,12.0,512 Go SSD,,,,1 an,AMD Ryzen 7-5800H,664d1e5ad60664ebcc6d972f,,,,Webcam avec micro,,,,,,,,,,,,,,,,"Fiche technique  Système d'exploitation Windows 11 Processeur AMD Ryzen 7 Réf processeur AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache Mémoire 12 Go Disque Dur 512 Go SSD Carte Graphique Nvidia GeForce Réf Carte graphique Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée Taille Ecran 15.6"" Type Ecran Full HD Ecran Tactile Non Réseau WiFi, Ethernet, Bluetooth Caméra Webcam avec micro Garantie  1 an Couleur Bleu",tunisianet,Windows 11,Nvidia GeForce RTX 3050,"15.6""",Full HD,Non,"WiFi, Ethernet, Bluetooth",,,,,,,,,
Pc Portable Gamer HP Victus Gaming 15-fb0028nk / Ryzen 7 5800H / RTX 3050 4G / 12 Go /  512 Go SSD / Windows 11,[9U188EA-12],https://www.tunisianet.com.tn/pc-portable-tunisie/74397-pc-portable-gamer-hp-victus-gaming-15-fb0028nk-ryzen-7-5800h-rtx-3050-4g-12-go-512-go-ssd-windows-11.html,"Pc Portable Gamer HP Victus Gaming 15-fb0028nk / Ryzen 7 5800H / RTX 3050 4G / 12 Go /  512 Go SSD / Windows 11[9U188EA-12] Écran Full HD 15.6 (1920 x 1080), antireflet - Taux de rafraîchissement 60 Hz - Processeur AMD Ryzen 7 5800H, (jusqu’à 4.4 GHz, 16 Mo de mémoire cache) - Mémoire 12 Go DDR4  - Disque SSD NVMe M.2 512 Go - Carte graphique NVIDIA GeForce RTX 3050, 4 Go de mémoire GDDR6 dédiée - Wi-Fi 6 - Bluetooth 5.3 - Caméra HP Wide Vision HD 720p avec réduction temporelle du bruit - Clavier argent mica, rétroéclairé -Système audio par B&O, Doubles haut-parleurs - 1x lecteur de cartes multimédias SD multiformat - 1x USB-C - 2x USB-A - 1x HDMI 2.1 - 1x prise combinée casque/microphone - 1x port RJ-45 - - Windows 11  - Couleur Blanc - Garantie 1 anEn stock2 589,000 DTPrixAjouter au panier FavorisComparer",https://www.tunisianet.com.tn/364069-home/pc-portable-gamer-hp-victus-gaming-15-fb0028nk-ryzen-7-5800h-rtx-3050-4g-12-go-512-go-ssd-windows-11.jpg,2589,En stock,Gaming,,,Blanc,,,AMD Ryzen 7,,Nvidia GeForce,12.0,512 Go SSD,,,,1 an,AMD Ryzen 7-5800H,664d1e5ad60664ebcc6d9730,,,,Webcam avec micro,,,,,,,,,,,,,,,,"Fiche technique  Système d'exploitation Windows 11 Processeur AMD Ryzen 7 Réf processeur AMD Ryzen 7-5800H, Up To 4.4 Ghz, 16 Mo Total Cache Mémoire 12 Go Disque Dur 512 Go SSD Carte Graphique Nvidia GeForce Réf Carte graphique Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée Taille Ecran 15.6"" Type Ecran Full HD Ecran Tactile Non Réseau WiFi, Ethernet, Bluetooth Caméra Webcam avec micro Garantie  1 an Couleur Blanc",tunisianet,Windows 11,Nvidia GeForce RTX 3050,"15.6""",Full HD,Non,"WiFi, Ethernet, Bluetooth",,,,,,,,,
Pc portable Dell Gaming G15 5530 / i5 13è Gén / 16 Go / RTX 3050 6G / Windows 11,"-300,000 DT",https://www.tunisianet.com.tn/pc-portable-tunisie/68318-pc-portable-dell-gaming-g15-5530-i5-13e-gen-16-go-rtx-3050-6g-windows-11.html,"Pc portable Dell Gaming G15 5530 / i5 13è Gén / 16 Go / RTX 3050 6G / Windows 11[G15-5530-I5-3Y]            Ecran 15.6 FHD 120Hz - Processeur Intel Core i5-13450HX, up to 4.6 Ghz, 20 Mo de mémoire cache - Mémoire 16 Go - Disque 512 Go SSD - Carte graphique Nvidia GeForce RTX 3050, 6 Go de mémoire dédiée - Clavier rétroéclairé - Wifi 6 - Bluetooth - RJ45 - 3x USB 3.2 - 1x USB-C 3.2 - HDMI - Port casque/micro - Ethernet RJ45 - Webcam HD - Couleur Noir - Garantie 3 ans - Windows 11En stock2 599,000 DTPrix de base2 899,000 DTPrixAjouter au panier FavorisComparer",https://www.tunisianet.com.tn/325155-home/pc-portable-dell-gaming-g15-5530-i5-13e-gen-16-go-rtx-3050-6g-windows-11.jpg,2599,En stock,Gaming,,,Noir,,,Intel Core i5,,Nvidia GeForce,16.0,512 Go SSD,,,,3 ans,Intel Core i5-13450HX (3,664d1e5ad60664ebcc6d9731,,,,Webcam HD,,,,,,,,,,,,,,,,"Fiche technique  Système d'exploitation Windows 11 Processeur Intel Core i5 Réf processeur Intel Core i5-13450HX (3,40  GHz up to 4,60 Ghz , 20 Mo de mémoire cache) Mémoire 16 Go Disque Dur 512 Go SSD Carte Graphique Nvidia GeForce Réf Carte graphique Nvidia GeForce RTX 3050, 6 Go De Mémoire Dédiée Taille Ecran 15.6"" Type Ecran Full HD Ecran Tactile Non Réseau WiFi - Bluetooth Son Stéréo Caméra Webcam HD Garantie  3 ans Taux de Rafraîchissement 120 Hz Couleur Noir",tunisianet,Windows 11,Nvidia GeForce RTX 3050,"15.6""",Full HD,Non,WiFi - Bluetooth,,120 Hz,,,Stéréo,,,,
PC Portable ASUS TUF Gaming A15 FA506NC / Ryzen 5 7535HS / RTX 3050 4G / 32 Go / Windows 11 / Noir,[FA506NC-HN011W-32],https://www.tunisianet.com.tn/pc-portable-tunisie/74097-pc-portable-asus-tuf-gaming-a15-fa506nc-ryzen-5-7535hs-rtx-3050-4g-32-go-windows-11-noir.html,"PC Portable ASUS TUF Gaming A15 FA506NC / Ryzen 5 7535HS / RTX 3050 4G / 32 Go / Windows 11 / Noir[FA506NC-HN011W-32]Écran 15.6 Full HD (1920 x 1080), antireflet - Taux de rafraîchissement: 144 Hz - Processeur AMD Ryzen 5 7535HS, (jusqu'à 4.55 GHz, 19 Mo de mémoire cache) - Mémoire 32 Go DDR5 - Disque SSD M.2 NVMe 512 Go - Carte graphique NVIDIA GeForce RTX 3050, 4 Go de mémoire GDDR6 dédiée - Wi-Fi 6 - Bluetooth 5.1 - Caméra HD 720P - Clavier Chiclet rétroéclairé 1 zone RVB - Système à 2 haut-parleurs - 1x port LAN RJ45 - 3x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 2.0b - 1x prise audio combinée 3.5 mm - Windows 11 - Couleur Noir - Garantie 1 anEn stock2 619,000 DTPrixAjouter au panier FavorisComparer",https://www.tunisianet.com.tn/362322-home/pc-portable-asus-tuf-gaming-a15-fa506nc-ryzen-5-7535hs-rtx-3050-4g-32-go-windows-11-noir.jpg,2619,En stock,Gaming,,,,,,AMD Ryzen 5,,Nvidia GeForce,32.0,512 Go SSD,,,,1 an,AMD Ryzen 5 7535HS,664d1e5ad60664ebcc6d9732,,,,Webcam avec micro,,,,,,,,,,,,,,,,"Fiche technique  Système d'exploitation Windows 11 Processeur AMD Ryzen 5 Réf processeur AMD Ryzen 5 7535HS, (jusqu'à 4.55 GHz, 19 Mo de mémoire cache) Mémoire 32 Go Disque Dur 512 Go SSD Carte Graphique Nvidia GeForce Réf Carte graphique Nvidia GeForce RTX 3050, 4 Go de mémoire dédiée Taille Ecran 15.6"" Type Ecran Full HD Ecran Tactile Non Réseau WiFi, Ethernet, Bluetooth Son Stéréo Caméra Webcam avec micro Garantie  1 an Taux de Rafraîchissement 144 Hz",tunisianet,Windows 11,Nvidia GeForce RTX 3050,"15.6""",Full HD,Non,"WiFi, Ethernet, Bluetooth",,144 Hz,,,Stéréo,,,,
Pc portable Dell Gaming G15 5535 / Ryzen 5 7640HS / 16 Go / 512 Go SSD / RTX 3050 6G / Windows 11,"-120,000 DT",https://www.tunisianet.com.tn/pc-portable-tunisie/72196-pc-portable-dell-gaming-g15-5535-ryzen-5-7640hs-8-go-512-go-ssd-rtx-3050-6g-windows-11.html,"Pc portable Dell Gaming G15 5535 / Ryzen 5 7640HS / 16 Go / 512 Go SSD / RTX 3050 6G / Windows 11[5535G15R5-16]Ecran 15.6 FHD 120Hz - Processeur AMD Ryzen 5 7640 HS, up to 4.6 Ghz, 20 Mo de mémoire cache - Mémoire 16 Go - Disque 512 Go SSD - Carte graphique Nvidia GeForce RTX 3050, 6 Go de mémoire dédiée - Clavier rétroéclairé - Wifi 6 - Bluetooth - RJ45 - 3x USB Type A - 1x USB-C - HDMI - Port casque/micro - Ethernet RJ45 - Webcam - Couleur Noir - Garantie 1 an - Windows 11En stock2 619,000 DTPrix de base2 739,000 DTPrixAjouter au panier FavorisComparer",https://www.tunisianet.com.tn/350862-home/pc-portable-dell-gaming-g15-5535-ryzen-5-7640hs-8-go-512-go-ssd-rtx-3050-6g-windows-11.jpg,2619,En stock,Gaming,,,Noir,,,AMD Ryzen 5,,Nvidia GeForce,16.0,512 Go SSD,,,,1 an,AMD Ryzen 5 7640HS,664d1e5ad60664ebcc6d9733,,,,Webcam HD,,,,,,,,,,,,,,,,"Fiche technique  Système d'exploitation Windows 11 Processeur AMD Ryzen 5 Réf processeur AMD Ryzen 5 7640HS, 4.3 Ghz up to 5.0 Ghz, 22 Mo total cache L3 + L2 Mémoire 16 Go Disque Dur 512 Go SSD Carte Graphique Nvidia GeForce Réf Carte graphique Nvidia GeForce RTX 3050, 6 Go De Mémoire Dédiée Taille Ecran 15.6"" Type Ecran Full HD Ecran Tactile Non Réseau WiFi - Bluetooth Son Stéréo Caméra Webcam HD Garantie  1 an Taux de Rafraîchissement 120 Hz Couleur Noir",tunisianet,Windows 11,Nvidia GeForce RTX 3050,"15.6""",Full HD,Non,WiFi - Bluetooth,,120 Hz,,,Stéréo,,,,
